index,domain,subject,topic,problem,solution,answers,answer_type,unit,is_multiple_answer,language,level
4152,Modern Physics,Quantum Mechanics,Basic Principles of Quantum Mechanics,Discuss the normalization of the wave function $\psi(x)=A \sin \frac{\pi x}{a} \quad (0 \leqslant x \leqslant a)$ for a particle moving in a one-dimensional infinite potential well and find the normalization constant $A$.,"Since the probability of finding the particle in the entire (one-dimensional) space is 1, we have

$$
\int \psi^{*}(x) \psi(x) \mathrm{d} x = \int_{0}^{a}|A|^{2}\left(\sin \frac{\pi x}{a}\right)^{2} \mathrm{~d} x = 1
$$

From this, we obtain $|A| = \sqrt{\frac{2}{a}}$.",\boxed{|A| = \sqrt{\frac{2}{}}},NV,,False,EN,Math Derivation
4153,Modern Physics,Quantum Mechanics,Basic Principles of Quantum Mechanics,"Derive, estimate, guess, or memorize the binding energy of the \({}^{4} \mathrm{He}\) nucleus.",\(E=4 \times 7=28 \mathrm{MeV}\).,\boxed{28},NV,\text{MeV},False,EN,Knowledge Recall
4154,Modern Physics,Quantum Mechanics,Linear Dynamics Problems,"A particle with mass $M$ is in a one-dimensional potential $V(x)$, and its wave function is given by

$$
\psi(x, t)=
\begin{cases}
\alpha x \mathrm{e}^{-\beta x} \mathrm{e}^{\mathrm{i} \gamma t / \hbar}, & x>0 \\
0, & x<0
\end{cases}
$$

where $\alpha$, $\beta$, and $\gamma$ are constants. Is the particle in a bound state? Why?","The particle is in a bound state because its wave function approaches zero at infinity $\lim_{x \rightarrow +\infty} \psi(x, t) = 0$.

$$
\lim_{x \rightarrow +\infty} \psi(x, t) = \lim_{x \rightarrow +\infty} \alpha x \mathrm{e}^{-\beta x} \mathrm{e}^{\mathrm{i} \gamma t / \hbar} = 0, \quad \beta > 0
$$",\boxed{Yes},TF,,False,EN,Knowledge Recall
4155,Modern Physics,Quantum Mechanics,Basic Principles of Quantum Mechanics,"For the power-law potential $V=\alpha|x|^{n}$, under the condition that $\alpha>0$, use the Virial theorem to discuss the range of values for $n$ when bound states exist.","By the Virial theorem, $\langle T \rangle = \left\langle \frac{1}{2} x \frac{\partial V}{\partial x} \right\rangle$. Since the power-law potential is a symmetric potential, we only consider the side where $x>0$.  
For $\alpha>0$, the condition for the existence of bound states is $\langle T \rangle > 0$:

$$
\langle T \rangle = \frac{n}{2} \alpha \langle |x|^{n} \rangle > 0 \Rightarrow n > 0
$$","\boxed{(0, \infty)}",IN,,False,EN,Laws Application
4156,Modern Physics,Quantum Mechanics,Basic Principles of Quantum Mechanics,"Express the proton rest energy using $\hbar, e, c, m$ (electron mass), $M$ (proton mass) and provide a rough numerical estimate. Use units of $\mathrm{MeV}$.",$E_{\mathrm{p}} = M c^2 = 938.272 \ \mathrm{MeV}$;,\boxed{938.272},NV,\mathrm{MeV},False,EN,Knowledge Recall
4157,Modern Physics,Quantum Mechanics,Basic Principles of Quantum Mechanics,"Given that the operator $\hat{A}$ corresponding to the observable quantity $A$ has two eigenfunctions $\Phi_{1}, \Phi_{2}$ with eigenvalues $a_{1}, a_{2}$, and the operator $\hat{B}$ corresponding to the observable quantity $B$ has two eigenstates $\chi_{1}, \chi_{2}$ with eigenvalues $b_{1}, b_{2}$, the relationship between these eigenstates is as follows:
$$
\Phi_{1} = \frac{2 \chi_{1} + 3 \chi_{2}}{\sqrt{13}}, \quad \Phi_{2} = \frac{3 \chi_{1} - 2 \chi_{2}}{\sqrt{13}}
$$
When measuring $\hat{A}$ results in $a_{1}$, find the probability of obtaining $b_{1}$ after measuring $\hat{B}$.","After measuring $\hat{A}$ and obtaining $a_{1}$, the system collapses to the state $\Phi_{1}$. Since
$$
\Phi_{1} = \frac{2 \chi_{1} + 3 \chi_{2}}{\sqrt{13}}
$$
the probability of subsequently obtaining $b_{1}$ when measuring $\hat{B}$ is $\frac{4}{13}$.",\boxed{\frac{4}{13}},NV,,False,EN,Laws Application
4158,Modern Physics,Quantum Mechanics,Basic Principles of Quantum Mechanics,Determine the de Broglie wavelength of a small ball with a mass of \(0.01 \ \text{kg}\) and a velocity of \(10 \ \text{m/s}\).,"\(\lambda = \frac{h}{p} = \frac{h}{mv} \approx 6.63 \times 10^{-33} \ \text{m} = 6.63 \times 10^{-23} \ \text{Å}\), which indicates that the de Broglie wavelength of material particles is so small that any object's size in the macroscopic world is much larger than it, making it difficult to observe the wave nature of material particles.",\boxed{6.63 \times 10^{-33}},NV,\text{m},False,EN,Knowledge Recall
4159,Modern Physics,Quantum Mechanics,Basic Principles of Quantum Mechanics,"Express the binding energy of a hydrogen atom using $\hbar, e, c, m$ (electron mass), and $M$ (proton mass), and provide a rough numerical estimate. Use electron volts (eV) as the unit.",$E_b = \frac{m e^4}{2 (4 \pi \varepsilon_0)^2 \hbar^2} = 13.605 \ \mathrm{eV}$;,\boxed{13.605},NV,,False,EN,Laws Application
4160,Modern Physics,Quantum Mechanics,Basic Principles of Quantum Mechanics,The de Broglie wavelength of an electron accelerated by a voltage of \(10000 \ \text{V}\).,"\(\lambda_{e} = \frac{h}{p_{e}} = \frac{h}{\sqrt{2 m_{e} E}} = \frac{h}{\sqrt{2 m_{e} e V}} \approx 0.12 \times 10^{-10} \ \text{m} = 0.12 \ \text{Å}\). This indicates that the de Broglie wavelength of the electron is comparable to the atomic spacing in a crystal, thus allowing the electron diffraction experiment with crystals to reveal the electron's wavelength.",\boxed{0.12},NV,\text{},False,EN,Laws Application
4161,Modern Physics,Quantum Mechanics,Basic Principles of Quantum Mechanics,"A system has a Hamiltonian $H$ that is time-independent, and $H$ has a non-degenerate eigenvalue $\hbar \omega$ corresponding to the eigenvector $|v\rangle$, i.e., $\hat{H}|v\rangle=\hbar \omega|v\rangle$. An observable $A$ is defined in the same Hilbert space, with a similar non-degenerate eigenvalue equation $\hat{A}|n\rangle=a_{n}|n\rangle$. If the measured value is $a_{m}$, and after time $t$, the measurement is repeated, what is the probability of measuring $a_{m}$ again?","Subsequently, the system is no longer in the initial state $|v\rangle$, but in the state $|m\rangle$, which further evolves according to the Schrödinger equation:

\begin{equation*}
\mathrm{i} \hbar \frac{\partial}{\partial t}|t\rangle=\hat{H}|t\rangle
\end{equation*}

With the initial state of evolution as $|m\rangle$, the solution to equation (1) is

$$
|t\rangle=\mathrm{e}^{-\frac{\mathrm{i}}{\hbar} \hat{H} t}|m\rangle=\sum_{\mu} \mathrm{e}^{-\mathrm{i} \omega_{\mu} t}|\mu\rangle\langle\mu | m \rangle
$$

At time $t$, the probability of measuring $a_{m}$ again is

$$
P_{m}^{\prime}=|\langle m | t \rangle|^2 = \left|\sum_{\mu} \mathrm{e}^{-\mathrm{i} \omega_{\mu} t}\langle \mu | m \rangle \right|^2
$$",\boxed{1},NV,,False,EN,Laws Application
4162,Modern Physics,Quantum Mechanics,Basic Principles of Quantum Mechanics,"Consider the operator $\hat{F}$ with integral kernel $F(x, x^{\prime}) = f(x) f^{*}(x^{\prime})$. Find another eigenstate of this operator and the corresponding eigenvalue, if it exists.","Another possible solution to equation (1), denoted as $\psi_{1}(x)$, satisfies

$$
\int_{-\infty}^{\infty} f^{*}(x) \psi_{1}(x) \mathrm{d} x=0
$$

The corresponding eigenvalue is $f_{1}=0$, meaning $\psi_{1}(x)$ is orthogonal to $f(x)$.","\boxed{\psi_{1}(x), f_{1}=0}","EX, NV","None, None",True,EN,Math Derivation
4163,Modern Physics,Quantum Mechanics,Basic Principles of Quantum Mechanics,"Derive, estimate, guess, or memorize the lifetime of the \(\mu^{-}\) muon.","The decay is a weak interaction process, \(\tau = 2.2 \times 10^{-6} \, \mathrm{s}\).",\boxed{2.2 \times 10^{-6}},NV,\mathrm{s},False,EN,Knowledge Recall
4164,Modern Physics,Quantum Mechanics,Basic Principles of Quantum Mechanics,"Express the Bohr magneton in terms of $\hbar, e, c, m$ (electron mass), and $M$ (proton mass), and provide a rough numerical estimate. Use the unit $\mathrm{MeV/T}$.",$\mu_{\mathrm{B}} = \frac{e \hbar}{2 m} = 5.788 \times 10^{-11} \ \mathrm{MeV/T}$;,\boxed{5.788 \times 10^{-11}},NV,,False,EN,Knowledge Recall
4165,Modern Physics,Quantum Mechanics,Basic Principles of Quantum Mechanics,"A $\gamma$ photon, when passing near an atomic nucleus N, may decay into an electron-positron pair $\gamma+\mathrm{N} \rightarrow \mathrm{N}+e^{+}+e^{-}$. Determine the upper limit of the wavelength of this photon.","The upper wavelength limit is

$$
\lambda_{\max} = \frac{h c}{E_{\min}} = \frac{1.241 \times 10^{4} \, \text{eV} \cdot \text{Å}}{1.022 \times 10^{6} \, \text{eV}} = 0.012 \, \text{Å}
$$",\boxed{0.012},NV,\text{},False,EN,Laws Application
4166,Modern Physics,Quantum Mechanics,Basic Principles of Quantum Mechanics,"Express the Compton wavelength of an electron in terms of $\hbar, e, c, m$ (electron mass), and $M$ (proton mass), and provide a rough numerical estimate in centimeters.",$\lambda_{\mathrm{C}} = \frac{h}{m c} = 2.426 \times 10^{-10} \ \mathrm{cm}$;,\boxed{\lambda_{\mathrm{C}} = \frac{\hbar}{m c} = 2.426 \times 10^{-10}},"EX, NV",,False,EN,Knowledge Recall
4167,Modern Physics,Quantum Mechanics,Basic Principles of Quantum Mechanics,"An electron-positron pair $\left(e^{+}, e^{-}\right)$ forms an unstable bound system known as positronium. The singlet state of positronium, with a total spin $S=0$, has a lifetime of $1.25 \times 10^{-10} \, \mathrm{s}$ and annihilates into two photons. Determine the minimum energy of the photons produced in the process $e^{+} e^{-} \rightarrow 2 \gamma$.","According to the law of conservation of energy

$$
2 m_{e} c^{2} = E_{\gamma 1} + E_{\gamma 2}
$$

According to the law of conservation of momentum

$$
0 = \boldsymbol{p}_{\gamma 1} + \boldsymbol{p}_{\gamma 2}
$$

Since the photon energy $E_{\gamma} = p_{\gamma} c$, solving the above equations yields

$$
E_{\gamma 1} = E_{\gamma 2} = m_{e} c^{2} = 0.511 \, \mathrm{MeV}
$$",\boxed{0.511},NV,\mathrm{MeV},False,EN,Laws Application
4168,Modern Physics,Quantum Mechanics,Linear Dynamics Problems,"A particle with mass $\mu$ is moving in a uniform force field $f(x) = -F\, (F>0)$, with the range of motion constrained to $x \geqslant 0$. What is the solution form of the stationary wave function $\varphi(p)$?","The solution is

$$
\varphi(p) = A \exp \left[\frac{\mathrm{i}}{\hbar F}\left(\frac{p^{3}}{6 \mu} - Ep\right)\right]
$$",\boxed{\varphi(p) = A \exp \left[\frac{\mathrm{i}}{\hbar F}\left(\frac{p^{3}}{6 \mu} - Ep\right)\right]},EX,,False,EN,
4169,Modern Physics,Quantum Mechanics,Basic Principles of Quantum Mechanics,"Express the typical fine structure splitting of the hydrogen atom using $\hbar, e, c, m$ (electron mass), and $M$ (proton mass) and provide a rough numerical estimate. Use electron volts (eV) as the unit.",$\Delta E = \frac{1}{8} \alpha^4 m c^2 = 1.8 \times 10^{-4} \ \mathrm{eV}$.,\boxed{1.8 \times 10^{-4}},NV,\mathrm{eV},False,EN,Knowledge Recall
4170,Modern Physics,Quantum Mechanics,Basic Principles of Quantum Mechanics,"The integral kernel of the operator $\hat{L} = \hat{x} = x$ is $X\left(x, x^{\prime}\right) = x \delta\left(x-x^{\prime}\right)$, and it is assumed that $[\hat{G}, \hat{x}] = 0$. Find the integral kernel $G\left(x, x^{\prime}\right)$ of $\hat{G}$.","If $\hat{C} = \hat{A} \hat{B}$, then

\[
C\left(x, x^{\prime}\right) = \int A\left(x, x^{\prime \prime}\right) B\left(x^{\prime \prime}, x^{\prime}\right) \mathrm{d} x^{\prime \prime}
\]

For the integral kernel of the operator $\hat{x} = x$, $X\left(x, x^{\prime}\right) = x \delta\left(x-x^{\prime}\right)$, if $\hat{G} \hat{x} = \hat{x} \hat{G}$, then from the above formula

\[
\int \left[G\left(x, x^{\prime \prime}\right) x^{\prime \prime} \delta\left(x^{\prime \prime}-x^{\prime}\right) - x \delta\left(x-x^{\prime \prime}\right) G\left(x^{\prime \prime}, x^{\prime}\right)\right] \mathrm{d} x^{\prime \prime} = \left(x-x^{\prime}\right) G\left(x, x^{\prime}\right) = 0
\]

Therefore, $G\left(x, x^{\prime}\right) = g(x) \delta\left(x-x^{\prime}\right)$, where $g(x)$ is an arbitrary function.",\boxed{g(x) \delta\left(x-x^{\prime}\right)},EX,,False,EN,Math Derivation
4171,Modern Physics,Quantum Mechanics,Linear Dynamics Problems,"Given the two eigenwavefunctions describing a one-dimensional bound state of a single particle as $\psi_{1}=A \mathrm{e}^{-\frac{1}{2} \alpha^{2} x^{2}}$ and $\psi_{2}=B\left(x^{2}+b x+c\right) \mathrm{e}^{-\frac{1}{2} \alpha^{2} x^{2}}$, where $A, B, b, c$ are all real constants, and $-\infty<x<\infty$, find the energy difference between the two states $E_{2}-E_{1}$.","By calculation, the energy difference is $E_{2}-E_{1}=\frac{2 \alpha^{2} \hbar^{2}}{m}$. Additionally, based on the node theorem, it can be directly determined that $\psi_{1}$ has no nodes, thus it is the ground state wavefunction. In fact, $\psi_{1}$ is the ground state wavefunction of the one-dimensional harmonic oscillator, while $\psi_{2}$ potentially has two nodes, indicating that $\psi_{2}$ is the second excited state.",\boxed{\frac{2 \alpha^{2} \hbar^{2}}{m}},EX,,False,EN,Laws Application
4172,Modern Physics,Quantum Mechanics,Linear Dynamics Problems,"Given the two eigenfunctions for the one-dimensional bound state of a single particle, $\psi_{1}=A \mathrm{e}^{-\frac{1}{2} \alpha^{2} x^{2}}$ and $\psi_{2}=B\left(x^{2}+b x+c\right) \mathrm{e}^{-\frac{1}{2} \alpha^{2} x^{2}}$, where $A, B, b, c$ are real constants, and $-\infty<x<\infty$, determine the value of $b$.","From the given potential function

$$
V(x)=E_{1}+\left(\alpha^{2} x^{2}-1\right) \frac{\hbar^{2}}{2 m}
$$

we know that $V(-x)=V(x)$, which indicates spatial inversion symmetry, thus $b=0$.",\boxed{0},NV,,False,EN,Laws Application
4173,Modern Physics,Quantum Mechanics,Basic Principles of Quantum Mechanics,"Express the rest energy of an electron using $\hbar, e, c, m$ (electron mass), $M$ (proton mass) and provide a rough numerical estimate in units of $\mathrm{MeV}$.",$E_{\mathrm{e}} = m c^2 = 0.511 \ \mathrm{MeV}$;,\boxed{0.511},NV,MeV,False,EN,Knowledge Recall
4174,Modern Physics,Quantum Mechanics,Basic Principles of Quantum Mechanics,"Derive, estimate, conjecture, or memorize the Thomson cross-section of an electron.",\(\sigma=\frac{8 \pi}{3} r_{\mathrm{e}}^{2}=6.56 \times 10^{-31} \mathrm{~m}^{2}\).,"\boxed{\frac{8 \pi}{3} r_{\mathrm{e}}^{2}, 6.56 \times 10^{-31}}","EX, NV","None, \mathrm{~m}^{2}",True,EN,Knowledge Recall
4175,Modern Physics,Quantum Mechanics,Basic Principles of Quantum Mechanics,"In spherical coordinates, suppose the wave function of a particle is given by $\psi(r, \theta, \varphi)$. Find the probability of locating the particle within the spherical shell $(r, r+\mathrm{d} r)$.","The probability of finding the particle within the spherical shell $(r, r+\mathrm{d} r)$ is

$$
P(r) \mathrm{d} r = \left(\int_{0}^{\pi} \int_{0}^{2 \pi} |\psi(r, \theta, \varphi)|^{2} \sin \theta \, \mathrm{d} \theta \, \mathrm{d} \varphi \right) r^{2} \, \mathrm{d} r
$$","\boxed{P(r) = \left(\int_{0}^{\pi} \int_{0}^{2 \pi} |\psi(r, \theta, \varphi)|^{2} \sin \theta \, \mathrm{d} \theta \, \mathrm{d} \varphi \right) r^{2}}",EQ,\mathrm{d} r,False,EN,Practical Application
4176,Modern Physics,Quantum Mechanics,Linear Dynamics Problems,Let the two-dimensional Hermite operator \( A \) satisfy the quadratic equation \( A^{2}-3A+2=0 \). It is known that this is the lowest order equation satisfied by \( A \). What are the eigenvalues of \( A \)?,"From the problem statement, we know that the matrix of \( A \) is \( 2 \times 2 \), and the eigenvalues are the roots of the equation \( \lambda^{2}-3\lambda+2=0 \). Therefore,

\[
\lambda_{1}=1, \quad \lambda_{2}=2
\]","\boxed{1, 2}",NV,"None, None",True,EN,Knowledge Recall
4177,Modern Physics,Quantum Mechanics,Basic Principles of Quantum Mechanics,"Find the expression for the expectation value of the current density operator

$$
\hat{j}=\frac{1}{2}\left[\delta\left(r-r^{\prime}\right) \frac{\hat{p}}{m}+\frac{\hat{p}}{m} \delta\left(r-r^{\prime}\right)\right]
$$

in the state $\psi(r)$.","Similarly, it can be proven

$$
\langle\hat{j}\rangle=\int_{-\infty}^{\infty} \psi^{*}(r^{\prime}) \hat{j} \psi(r^{\prime}) \mathrm{d} r^{\prime}=-\frac{\mathrm{i} \hbar}{2 m}\left[\psi^{*}(r) \nabla \psi(r)-\psi(r) \nabla \psi^{*}(r)\right]
$$",\boxed{-\frac{\mathrm{i} \hbar}{2 m}\left[\psi^{*}(r) \nabla \psi(r)-\psi(r) \nabla \psi^{*}(r)\right]},EX,,False,EN,Math Derivation
4178,Modern Physics,Quantum Mechanics,Basic Principles of Quantum Mechanics,"A system has a Hamiltonian $H$ that is time-independent, with $H$ having a non-degenerate eigenvalue $\hbar \omega$ corresponding to an eigenvector $|v\rangle$, i.e., $\hat{H}|v\rangle=\hbar \omega |v\rangle$. An observable $A$ in the same Hilbert space is similarly defined by the non-degenerate eigenvalue equation $\hat{A}|n\rangle=a_{n}|n\rangle$. Suppose the system initially is in the state $|v\rangle$, and the measurement of $\hat{A}$ is performed. What is the expectation value of $\hat{A}$? What is the probability that this measurement yields the value $a_{m}$ for $A$?","In the initial state $|v\rangle$, the expectation value of $\hat{A}$ is

$$
\bar{A}=\langle v | \hat{A} | v \rangle = \sum_{n} |\langle v | n \rangle|^2 a_{n}
$$

Therefore, the probability that the value of $A$ is found to be $a_{m}$ in the first measurement is

$$
P_{m}=|\langle v | m \rangle|^2
$$","\boxed{\bar{A}=\sum_{n} |\langle v | n \rangle|^2 a_{n}, P_{m}=|\langle v | m \rangle|^2}","EX, EX","None, None",True,EN,Knowledge Recall
4179,Modern Physics,Quantum Mechanics,Linear Dynamics Problems,"At time \( t=0 \), the wave function of a particle in a harmonic oscillator potential \( V = \frac{1}{2} k x^{2} \) is given by

$$
\psi(x, 0)=A \mathrm{e}^{-(a x)^{2} / 2}\left[\cos \beta H_{0}(a x)+\frac{\sin \beta}{2 \sqrt{2}} H_{2}(a x)\right]
$$

where \( \beta \) and \( A \) are real constants, \( a^{2}=\frac{1}{\hbar} \sqrt{m k} \), and the Hermite polynomials are normalized as

$$
\int_{-\infty}^{\infty} \mathrm{e}^{-(a x)^{2}}\left[H_{0}(a x)\right]^{2} \mathrm{~d} x=\frac{\sqrt{\pi}}{a} 2^{n} n!
$$

What is \( \langle x\rangle \) at \( t=0 \)? How does \( \langle x\rangle \) change with time?","Since \( \psi(x, 0) \) is purely a combination of \( \psi_{0}(x) \) and \( \psi_{2}(x) \), we have

$$
\psi(-x, 0)=\psi(x, 0)
$$

At \( t=0 \), 

$$
\langle x\rangle=(\psi(x, 0), x \psi(x, 0))=0
$$

The expectation value does not change with time.","\boxed{0, 0}","NV, NV","None, None",True,EN,Laws Application
4180,Modern Physics,Quantum Mechanics,Basic Principles of Quantum Mechanics,"Identify which of the following experiments demonstrate the particle nature of the radiation field? Briefly explain the reason.
(1) Photoelectric effect; (2) Compton scattering.","The photoelectric effect and Compton scattering illustrate the particle nature of the light field. The photoelectric effect shows that the energy of each photon is $\hbar \omega$, and Compton scattering further demonstrates that the momentum of a photon is $h / \lambda$. It also indicates that when photons interact with matter, both the conservation of momentum and conservation of energy are satisfied.","\boxed{1, 2}",MC,"None, None",True,EN,Knowledge Recall
4181,Modern Physics,Quantum Mechanics,Basic Principles of Quantum Mechanics,"The parity (spatial inversion) operator $\hat{\pi}$ is defined as $\hat{\pi} \psi(r) = \psi(-r)$. Prove that $\hat{\pi}^{2} = 1$, and determine the eigenvalues and eigenstates of $\hat{\pi}$.","It is evident that $\hat{\pi}^{2} \psi(\boldsymbol{r}) = \hat{\pi} \psi(-\boldsymbol{r}) = \psi(\boldsymbol{r})$, and since $\psi(\boldsymbol{r})$ is arbitrary, it follows that $\hat{\pi}^{2} = 1$. This implies that $\hat{\pi}^{-1} = \hat{\pi} = \hat{\pi}^{\dagger}$, indicating that the parity operator is Hermitian, self-inverse, and unitary. From $\hat{\pi}^{2} = 1$, we deduce that the eigenvalues of $\hat{\pi}$ are $\pm 1$. The corresponding eigenstates are:

$$
\begin{array}{lll}
\hat{\pi} \psi_{+}(\boldsymbol{r}) = \psi_{+}(\boldsymbol{r}), & \psi_{+}(-\boldsymbol{r}) = \psi_{+}(\boldsymbol{r}), & \text{even parity state} \\
\hat{\pi} \psi_{-}(\boldsymbol{r}) = -\psi_{-}(\boldsymbol{r}), & \psi_{-}(-\boldsymbol{r}) = -\psi_{-}(\boldsymbol{r}), & \text{odd parity state}
\end{array}
$$","\boxed{+1, -1}",NV,"None, None",True,EN,Math Derivation
